studyname,col_2631,col_2632,col_2630,col_2633,col_2634,col_2635,col_2636,col_2637,col_2638,col_2639,col_2640,col_2641,col_2642
LMG00-01,2000,21.018,571,200,140,-66.853,-72.1326,7.74,0,8.64,2.06,0,
LMG00-01,2000,21.294,577,200,160,-66.7237,-72.4431,17.61,768.05,0,23.72,0,
LMG00-01,2000,21.883,589,200,180,-66.5851,-72.7488,6.7,33.16,35.12,31.86,0,
LMG00-01,2000,22.821,624,300,60,-66.7672,-69.2351,1.65,0,374.73,1.1,9.06,
LMG00-01,2000,23.053,640,300,40,-66.8999,-68.9291,1.56,0,1.4,3.74,7.95,
LMG00-01,2000,24.296,653,585,10,-65.2011,-64.1239,64.98,0,2.47,0,5.5,
LMG00-01,2000,24.51,663,595,14,-65.1306,-64.0545,0,0,3.27,0,0.39,
LMG00-01,2000,24.741,673,588,32,-65.0617,-64.4314,0.24,0,50.03,0,417.41,
LMG01-01,2001,10.866,110,600,40,-64.9285,-64.392,4.17,1.94,421.91,3.33,0,
LMG01-01,2001,11.068,122,600,60,-64.8092,-64.7165,0.39,20.56,59.92,6.46,0.78,
LMG01-01,2001,11.301,129,600,80,-64.6888,-65.0253,1.05,28.93,68.33,7.72,0.13,
LMG01-01,2001,11.589,147,600,100,-64.5708,-65.3375,75.98,11.41,44.2,5.34,0,
LMG01-01,2001,11.786,159,600,120,-64.4615,-65.6621,14.6,7.02,5.61,7.58,10.67,
LMG01-01,2001,12.296,171,600,140,-64.3406,-65.9661,6.04,24.06,71.1,4.73,0.33,
LMG01-01,2001,12.793,196,600,160,-64.2177,-66.2697,8.85,0,89.46,21.79,0,
LMG01-01,2001,12.947,207,600,180,-64.0913,-66.5384,11.2,4.91,34.85,70.38,0,
LMG01-01,2001,13.293,216,600,200,-63.9716,-66.8625,2.87,147.08,5.84,107.13,0,
LMG01-01,2001,14.069,252,500,220,-64.4877,-68.6042,9.94,38.76,0,64.03,0,
LMG01-01,2001,14.159,256,500,200,-64.6116,-68.313,9.79,7.18,228.71,93.8,0,
LMG01-01,2001,14.29,262,500,180,-64.7373,-68.0325,5.01,2,23.38,64.8,0,
LMG01-01,2001,14.488,275,500,160,-64.87,-67.6871,3.4,0.44,0.44,45.91,0.15,
LMG01-01,2001,14.649,290,500,140,-64.9928,-67.3991,9,0,21.19,127.58,0,
LMG01-01,2001,14.794,301,500,120,-65.12,-67.0838,20.18,0.29,15.53,38.04,0,
LMG01-01,2001,15.013,313,500,100,-65.2415,-66.7793,14.66,0.67,20.13,26.79,0,
LMG01-01,2001,15.299,319,500,80,-65.3636,-66.4837,5.89,0,306.14,15.67,0,
LMG01-01,2001,15.589,337,500,60,-65.4788,-66.1678,3.49,1.99,190.5,6.32,0,
LMG01-01,2001,16.013,364,400,40,-66.2592,-67.3456,16.2,0.08,286.89,71.54,0,
LMG01-01,2001,16.204,369,400,80,-65.9921,-67.9628,0.45,0,9.11,55.58,0,
LMG01-01,2001,16.35,374,400,60,-66.1371,-67.6488,2.01,0,98.44,118.07,0,
LMG01-01,2001,16.69,400,400,100,-65.8719,-68.2759,0.49,0,7.54,52.81,0,
LMG01-01,2001,16.906,413,400,120,-65.7464,-68.5848,2.32,0,4.97,28.82,0,
LMG01-01,2001,17.052,424,400,140,-65.6184,-68.8893,31.52,0,52.16,26.75,0,
LMG01-01,2001,17.372,432,400,160,-65.4941,-69.1774,10.14,0,401.62,69.17,0,
LMG01-01,2001,17.563,445,400,180,-65.3711,-69.5442,6.37,1.65,192.53,137.99,0,
LMG01-01,2001,17.862,459,400,200,-65.242,-69.7912,4.28,2.94,177.88,51.27,0,
LMG01-01,2001,18.291,477,300,200,-65.8413,-71.3562,24.07,88.89,78.75,26.32,0,
LMG01-01,2001,18.569,490,300,180,-65.9819,-71.0593,8.85,1.01,0.88,43.99,0,
LMG01-01,2001,18.759,507,300,160,-66.118,-70.7697,7.07,1.77,65.65,52.99,0,
LMG01-01,2001,18.844,514,300,140,-66.2404,-70.4571,4.04,4.04,1.59,37.26,0,
LMG01-01,2001,19.024,529,300,120,-66.3785,-70.1613,2.84,0,17.91,70.23,0,
LMG01-01,2001,19.291,535,300,100,-66.5172,-69.8642,0.11,0.11,86.24,69.36,0,
LMG01-01,2001,19.593,554,300,80,-66.6409,-69.5694,20.55,0,194.3,40.38,0,
LMG01-01,2001,19.775,568,300,60,-66.7735,-69.2453,3.54,0,26.85,20.38,0,
LMG01-01,2001,20.007,582,300,40,-66.898,-68.9386,2.68,0,3.96,45.74,2.43,
LMG01-01,2001,20.417,595.2,200,120,-66.9888,-71.8752,0.58,0,4.03,87.75,0,
LMG01-01,2001,20.592,608,200,100,-67.1207,-71.5486,0.47,0,2.63,40.12,0,
LMG01-01,2001,20.862,625,200,80,-67.2513,-71.2368,0.56,0,0.28,80.99,0,
LMG01-01,2001,21.071,638,200,60,-67.3834,-70.9255,0.11,9.22,2.76,43.78,0,
LMG01-01,2001,21.217,644,200,40,-67.5141,-70.6103,1.16,0.95,87.73,56.49,0.21,
LMG01-01,2001,21.567,669,200,0,-67.7738,-69.9236,0,0,1.59,20.77,0,
LMG01-01,2001,21.942,677,200,-20,-67.9096,-69.6052,0.2,0.49,0,38.69,0,
LMG01-01,2001,22.181,681,238.8,-42.6,-67.809,-68.6159,93.42,0.08,14.04,8.02,2.62,
LMG01-01,2001,23.385,697,200,20,-67.6385,-70.2981,0,0,0.85,62.01,0.17,
LMG01-01,2001,23.742,709,200,140,-66.8548,-72.1625,4.43,0,151.84,22.88,0,
LMG01-01,2001,23.969,722,200,160,-66.7206,-72.4394,30.77,12.61,204.43,51.97,0,
LMG01-01,2001,24.184,733,200,180,-66.587,-72.7548,4.09,172.99,12.73,42.4,0,
LMG01-01,2001,24.317,739,200,200,-66.4517,-73.0652,14.36,0,16.97,45.8,0,
LMG02-01,2002,22.578,548,200,80,-67.242,-71.2057,5.64,8.72,41.05,91.85,0,
LMG02-01,2002,8.267,81,600,40,-64.9375,-64.3883,178.12,0,56.34,19.27,19.17,
LMG02-01,2002,8.399,88,600,60,-64.8202,-64.7013,30.09,3.69,27.76,108.34,0,
LMG02-01,2002,9.039,111,600,80,-64.6948,-65.0294,11.22,12.72,110.35,49.74,0.69,
LMG02-01,2002,9.422,117,600,100,-64.57,-65.3521,6.81,1.07,8.02,140.97,0.13,
LMG02-01,2002,9.694,131,600,120,-64.4577,-65.6556,91.4,0,119.91,232.35,0,
LMG02-01,2002,10.101,151,600,160,-64.2163,-66.2504,1.7,20.94,8.12,493.75,0,
LMG02-01,2002,10.242,156,600,140,-64.3389,-65.9673,17.81,9.18,0,284.81,18.26,
LMG02-01,2002,10.432,163,600,180,-64.0986,-66.5766,8.35,12.38,48.08,214.06,0,
LMG02-01,2002,10.788,181,600,200,-63.9719,-66.8541,0,11.31,1.56,209,0,
LMG02-01,2002,11.124,193,600,220,-63.8466,-67.1311,1.02,95.54,1405.73,133.8,0,
LMG02-01,2002,11.497,195,500,220,-64.4313,-68.5786,5.13,34.23,81.79,179.8,0,
LMG02-01,2002,11.867,209,500,200,-64.6145,-68.2819,14.31,11.92,1.79,174.66,0,
LMG02-01,2002,12.047,220,500,180,-64.7424,-67.9814,11.56,6.88,159.83,253.99,0,
LMG02-01,2002,12.19,225,500,160,-64.8664,-67.6837,1.6,29.71,23.42,354.55,0,
LMG02-01,2002,12.299,230,500,140,-64.9815,-67.4009,2.46,24.11,3.5,327.37,0,
LMG02-01,2002,12.758,255,500,120,-65.1046,-67.0984,132.54,72.69,1.49,598.67,0,
LMG02-01,2002,12.941,267,500,100,-65.2409,-66.7587,76.92,24.08,452.04,304.88,0,
LMG02-01,2002,13.055,275,500,80,-65.3509,-66.4761,138.58,1.69,21.48,198.67,0.54,
LMG02-01,2002,13.203,280,500,60,-65.4752,-66.1587,659.27,0.25,189.54,105.16,1.72,
LMG02-01,2002,13.753,298,546,27,-65.3738,-64.9734,53.32,0.48,16.33,30.02,146.76,
LMG02-01,2002,14.062,308,580,30,-65.1255,-64.5099,1549.97,1.04,142.43,24.68,622.19,
LMG02-01,2002,15.081,316,400,40,-66.2571,-67.3282,2.67,3.32,28.22,338.11,1.46,
LMG02-01,2002,15.219,320,400,60,-66.131,-67.6469,49.55,16.86,50.01,335.07,57.52,
LMG02-01,2002,15.521,336,400,80,-66.0068,-67.9535,0.4,4.03,2.82,134.32,3.43,
LMG02-01,2002,15.713,347,400,100,-65.881,-68.2629,8.83,7.63,117.5,267.79,0.3,
LMG02-01,2002,15.915,358,400,120,-65.7537,-68.5694,80.47,15.17,6.6,276.96,0,
LMG02-01,2002,16.165,370,400,140,-65.6268,-68.903,173.13,12.56,17.39,932.2,0,
LMG02-01,2002,16.305,375,400,160,-65.5074,-69.2097,6.6,1.21,1.48,216.75,0,
LMG02-01,2002,16.651,391,400,180,-65.3787,-69.4895,3.95,5.1,260.28,233.13,0,
LMG02-01,2002,16.942,403,400,200,-65.2481,-69.7912,33.18,8.7,14.77,92.57,0,
LMG02-01,2002,17.313,409,300,200,-65.8597,-71.3827,12.7,85.58,6.26,56.71,0,
LMG02-01,2002,17.64,423,300,180,-65.988,-71.0964,7.28,0.69,4.85,126.06,0.12,
LMG02-01,2002,17.849,434,300,160,-66.1093,-70.8123,0.46,0.11,0,64.17,0,
LMG02-01,2002,18.406,440,200,-20,-67.9107,-69.596,232.68,27.55,48.42,68.19,360.88,
LMG02-01,2002,19.148,454,200,-40,-68.0361,-69.2762,338.79,0,15.01,240.72,313.24,
LMG02-01,2002,20.419,461,200,0,-67.7799,-69.9662,294.25,0.68,51.3,118.87,72.91,
LMG02-01,2002,20.727,476,200,20,-67.6494,-70.2878,87.56,0.09,100.86,61.69,216.52,
LMG02-01,2002,21.318,493,300,40,-66.8947,-68.9401,2.26,7.91,3.87,20.99,0.32,
LMG02-01,2002,21.54,507,300,60,-66.7717,-69.2375,0.49,2.97,174.09,12.5,0,
LMG02-01,2002,21.765,519,300,80,-66.6402,-69.5407,5645.68,7.75,0,15.5,0,
LMG02-01,2002,21.917,528,300,100,-66.5072,-69.8485,214.99,3.19,30.47,107.76,0,
LMG02-01,2002,22.294,533,200,60,-67.3861,-70.8912,192.03,0,23.04,88.64,6.04,
LMG02-01,2002,22.828,560,200,100,-67.1164,-71.5112,2.59,2.59,0.15,4.87,0,
LMG02-01,2002,23.081,576,200,140,-66.8565,-72.1397,5.24,0,2.36,0.21,0,
LMG02-01,2002,23.199,580,200,120,-66.9861,-71.8164,2.75,4.18,28.56,4.18,0.6,
LMG02-01,2002,23.367,585,200,160,-66.7172,-72.4093,3.31,20.47,9.63,115.28,0.3,
LMG02-01,2002,23.767,601,200,180,-66.5869,-72.7433,29.32,2.51,72.57,87.88,0,
LMG02-01,2002,24.103,613,200,200,-66.4555,-73.0223,5.38,12.74,302.38,82.92,0,
LMG02-01,2002,24.463,617,300,140,-66.2539,-70.4853,34.2,32.48,232.52,42.78,0,
LMG02-01,2002,24.731,631,300,120,-66.3811,-70.1838,295.68,1.48,1.19,8.31,0.2,
LMG02-01,2002,26.119,687,594.7,61.8,-64.8468,-64.7965,6.93,-999,-999,-999,-999,
LMG04-01,2004,8.263,23,600,40,-64,-64.4107,0,21.71,132.62,0.27,2.36,
LMG04-01,2004,8.481,31,600,60,-64.8161,-64.7252,4.13,9.71,145.03,2.48,6.61,
LMG04-01,2004,8.917,50,600,100,-64.5786,-65.3493,93.9,0.93,84.17,6.33,0,
LMG04-01,2004,9.11,59,600,120,-64.457,-65.6652,0,17.86,64.45,15.8,0.05,
LMG04-01,2004,9.253,62,600,80,-64.6917,-65.0326,62.92,97.78,35.67,12.99,0,
LMG04-01,2004,9.544,71,600,140,-64.3379,-65.9697,11.09,0.48,370.05,19.7,0,
LMG04-01,2004,9.769,82,600,160,-64.2149,-66.2554,0.81,0.99,287.77,15.6,0,
LMG04-01,2004,10.092,93,600,180,-64.0925,-66.5497,0.16,60.48,121.03,123.36,0,
LMG04-01,2004,10.245,99,600,200,-63.9714,-66.8424,0,183.85,0,92.89,0,
LMG04-01,2004,10.793,114,600,220,-63.8457,-67.1862,8.93,2.77,554.74,82.52,0,
LMG04-01,2004,11.105,123,600,240,-63.7102,-67.4572,12.94,68.09,1524.56,137.38,0,
LMG04-01,2004,11.234,128,600,260,-63.5911,-67.736,0,120.03,123.22,324.55,0,
LMG04-01,2004,12.068,144,500,220,-64.4935,-68.5812,0,0.29,0,312.11,0,
LMG04-01,2004,12.176,148,500,200,-64.6063,-68.2893,10.4,58.25,110.94,126.48,0,
LMG04-01,2004,12.515,160,500,180,-64.7444,-68.0179,49.7,9.77,39.09,73.47,0,
LMG04-01,2004,12.852,175.2,500,160,-64.8642,-67.7082,58.24,14.17,254.12,8.16,0,
LMG04-01,2004,13.092,185,500,140,-64.9969,-67.4159,2.4,30.69,136.51,15.72,0,
LMG04-01,2004,13.231,189,500,120,-65.1183,-67.11,14.06,42.08,85.65,14.15,0,
LMG04-01,2004,13.576,205,500,100,-65.227,-66.7628,36.17,0.4,88.65,10.73,0,
LMG04-01,2004,13.771,215,500,80,-65.347,-66.4581,12.91,5.42,165.88,8.94,0,
LMG04-01,2004,14.002,225,500,60,-65.4741,-66.1242,23.53,14.66,265.14,7.87,117.55,
LMG04-01,2004,14.28,230,550,20,-65.3914,-64.8047,21.54,0,209.14,3.96,1046.74,
LMG04-01,2004,14.652,243,585,10,-65.2072,-64.1619,1.16,0,7.94,0.48,10.94,
LMG04-01,2004,14.037,251,600,40,-64.9246,-64.3853,0.32,9.75,852.63,1.44,0,
LMG04-01,2004,15.148,255,610,35,-64.8906,-64.2213,2.02,39.53,149.21,0.36,0,
LMG04-01,2004,16.189,315,616.25,39.2,-64.8352,-64.1807,0.28,23.87,78.12,1.58,0,
LMG04-01,2004,18.315,338,400,40,-66.2542,-67.3459,0,5.98,250.93,5.9,51.14,
LMG04-01,2004,18.61,353,400,60,-66.1173,-67.6836,2.38,0,452.67,17.48,59.77,
LMG04-01,2004,18.808,364,400,80,-66.0054,-67.9791,29.64,0,133.24,53.48,16.36,
LMG04-01,2004,19.049,375,400,100,-65.8838,-68.2517,0.86,4.42,96.45,59.47,2.83,
LMG04-01,2004,19.227,380,400,120,-65.7562,-68.5663,0,6.19,433.57,32.14,0.18,
LMG04-01,2004,19.521,395,400,140,-65.6251,-68.9292,5.32,0.17,160.43,41.35,0,
LMG04-01,2004,19.735,407,400,160,-65.5049,-69.1819,13.11,0.08,193.48,41.94,0,
LMG04-01,2004,20.037,418,400,180,-65.363,-69.4993,0,0.18,320,20.34,0,
LMG04-01,2004,20.222,423,400,200,-65.2277,-69.7913,0,49.91,321.65,54.97,0,
LMG04-01,2004,21.134,443,300,180,-65.9755,-71.0883,0,68.35,1.91,143.46,0.07,
LMG04-01,2004,21.253,447.1,300,200,-65.8538,-71.3742,0.15,66.46,331.41,275.24,0,
LMG04-01,2004,21.428,453,300,160,-66.1257,-70.7867,0.35,0.43,1.83,191.25,4,
LMG04-01,2004,21.718,468,300,140,-66.2538,-70.4979,42.46,0,392.63,201.58,0.47,
LMG04-01,2004,22.707,481,300,120,-66.3717,-70.1674,23.61,1.77,154.15,77.77,1.77,
LMG04-01,2004,22.964,491,300,80,-66.6423,-69.5703,118.65,0.44,479.16,96.73,17.1,
LMG04-01,2004,23.093,495,300,100,-66.5147,-69.8712,12.55,0.94,276.15,41.24,148.35,
LMG04-01,2004,23.794,502,200,-20,-67.9122,-69.6183,192.08,0,2.08,5.64,1.34,
LMG04-01,2004,24.019,509,200,-60,-68.1622,-68.9198,32.09,0,5.8,2.34,0,
LMG04-01,2004,26.372,540,200,-40,-67.9849,-69.3962,4.74,5.31,0.47,14.51,0.66,
LMG04-01,2004,26.692,549,200,0,-67.7783,-69.9642,0.61,0,98.26,11.46,0.1,
LMG04-01,2004,27.078,559,200,40,-67.5192,-70.5669,42.81,0,67.76,2.49,11.97,
LMG04-01,2004,27.201,563,200,20,-67.6345,-70.2896,0.33,3.68,125.86,8.42,34.18,
LMG04-01,2004,27.848,573,200,60,-67.3742,-70.9171,13.66,0,41.21,21.9,1.35,
LMG04-01,2004,28.051,585,200,80,-67.2382,-71.242,20.6,0,265.64,3.54,1.04,
LMG04-01,2004,28.184,590,200,100,-67.1276,-71.5097,0,8.81,41.74,1.23,0.07,
LMG04-01,2004,28.557,605,200,120,-66.9878,-71.8625,55.07,0,106.92,1.16,0,
LMG04-01,2004,28.77,616,200,140,-66.8417,-72.1292,39.13,0.2,142.58,1.63,0,
LMG04-01,2004,28.094,627,200,160,-66.7064,-72.4426,0.11,0.11,16.97,20.08,0,
LMG04-01,2004,29.204,632,200,180,-66.5905,-72.7197,17.02,33.9,933.19,159.86,0.07,
LMG04-01,2004,29.785,648,200,200,-66.4546,-73.0179,3.82,0,2.55,153.5,3.58,
LMG04-01,2004,30.23,652,300,60,-66.7794,-69.2626,0.45,12.02,162.55,38.3,2.67,
LMG04-01,2004,30.576,667,300,40,-66.8977,-68.9042,8.18,3.64,68.23,10.85,356.6,
LMG04-01,2004,30.951,674,380,10,-66.5804,-67.1878,9.91,0,135.56,2.53,6.39,
LMG04-01,2004,31.551,681,440,15,-66.137,-66.3078,2.28,0,110.25,0.46,18.36,
